Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Marc-Andre MONETTE POSITION,Marc-Andre MONETTE LAP TIME,Marc-Andre MONETTE ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
1,13.200,13.200,2,13.420,13.420,4,13.520,13.520,3,13.450,13.450
1,10.840,24.040,3,10.870,24.300,4,10.840,24.360,2,10.600,24.050
2,10.230,34.280,4,10.290,34.600,3,9.970,34.330,1,10.190,34.240
1,10.020,44.300,3,9.970,44.580,4,10.250,44.580,2,10.180,44.420
1,9.520,53.830,2,9.520,54.100,4,9.620,54.200,3,9.710,54.130
3,9.760,1:03.590,1,9.270,1:03.380,2,9.350,1:03.560,4,9.600,1:03.730
4,9.660,1:13.250,1,9.240,1:12.630,2,9.270,1:12.830,3,9.500,1:13.230
3,10.580,1:23.840,1,9.540,1:22.180,2,9.400,1:22.240,4,11.570,1:24.810
3,10.720,1:34.560,2,9.830,1:32.020,1,9.740,1:31.990,4,11.870,1:36.680
