Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME
1,6.89,6.89,2,7.10,7.10,4,7.39,7.39,3,7.23,7.23
1,8.99,15.88,2,9.04,16.14,4,9.01,16.40,3,9.01,16.24
1,8.58,24.46,2,8.47,24.61,4,8.34,24.74,3,8.38,24.62
1,8.55,33.01,3,8.67,33.28,4,8.64,33.38,2,8.53,33.15
1,8.77,41.78,3,8.77,42.059,4,8.74,42.126,2,8.77,41.92
