LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
1,7.39,7.39,3,7.74,7.74,2,7.56,7.56,4,7.90,7.90
1,9.60,16.99,3,9.96,17.70,2,10.13,17.69,4,9.93,17.83
1,9.34,26.33,2,9.25,26.95,3,9.75,27.44,4,9.69,27.52
1,9.50,35.83,2,9.32,36.27,3,10.00,37.44,4,9.97,37.49
1,9.73,45.553,2,9.57,45.831,3,10.27,47.710,4,10.35,47.831
