Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
4,13.783,13.783,1,13.437,13.437,2,13.488,13.488,3,13.523,13.523
4,9.706,23.489,2,9.669,23.105,1,9.608,23.096,3,9.696,23.219
4,9.269,32.757,3,9.341,32.445,1,9.142,32.237,2,9.215,32.433
4,9.256,42.013,3,9.417,41.861,1,9.488,41.725,2,9.352,41.785
4,9.361,51.373,2,9.451,51.312,3,9.605,51.330,1,9.353,51.137
4,9.546,1:00.919,3,9.459,1:00.770,1,9.297,1:00.626,2,9.521,1:00.658
4,9.393,1:10.311,2,9.467,1:10.237,3,9.634,1:10.260,1,9.492,1:10.149
4,9.459,1:19.769,2,9.310,1:19.546,3,9.300,1:19.559,1,9.390,1:19.539
3,9.52,1:29.281,4,10.12,1:29.661,1,9.56,1:29.110,2,9.67,1:29.205
