LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
1,6.752,6.752,2,6.917,6.917,4,7.095,7.095,3,6.995,6.995
2,9.389,16.140,3,9.225,16.142,4,9.289,16.384,1,9.136,16.130
1,9.045,25.185,2,9.065,25.207,4,8.985,25.368,3,9.220,25.350
2,9.179,34.363,1,9.099,34.306,4,9.240,34.608,3,9.185,34.535
2,9.25,43.607,1,9.19,43.492,3,9.14,43.743,4,9.22,43.746
