START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,10.86,10.86,,,,3,11.06,11.06,4,11.30,11.30,2,10.89,10.89,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
3,14.17,25.03,,,,1,13.84,24.90,4,13.98,25.28,2,14.04,24.93,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
3,13.74,38.77,,,,1,13.62,38.52,4,13.65,38.93,2,13.72,38.65,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
4,13.93,52.70,,,,1,13.92,52.44,3,13.71,52.64,2,13.98,52.63,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
3,11.48,1:04.18,,,,2,11.72,1:04.16,1,11.43,1:04.07,4,11.78,1:04.41,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
4,11.40,1:15.58,,,,2,11.32,1:15.48,1,11.29,1:15.36,3,11.11,1:15.52,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
4,10.54,1:26.12,,,,2,10.45,1:25.93,3,10.68,1:26.04,1,10.34,1:25.86,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
3,10.42,1:36.54,,,,2,10.54,1:36.47,4,10.66,1:36.70,1,10.48,1:36.34,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
3,9.94,1:46.48,,,,2,9.91,1:46.38,4,9.89,1:46.59,1,9.90,1:46.24,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
2,9.35,1:55.83,,,,3,9.48,1:55.86,4,9.41,1:56.00,1,9.51,1:55.75,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
3,9.35,2:05.18,,,,1,9.05,2:04.91,4,9.33,2:05.33,2,9.41,2:05.16,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
2,9.33,2:14.51,,,,1,9.09,2:14.00,3,9.21,2:14.54,4,9.63,2:14.79,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
3,9.32,2:23.83,,,,1,9.14,2:23.14,2,9.10,2:23.64,4,9.64,2:24.43,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
3,9.73,2:33.557,0,,DNS,1,9.74,2:32.873,2,9.86,2:33.499,4,10.08,2:34.501,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,RepHeats,5
