Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME
1,12.91,12.91,3,13.12,13.12,2,12.99,12.99,4,13.21,13.21
1,9.94,22.86,3,10.04,23.16,2,9.91,22.91,4,9.96,23.17
1,9.76,32.63,4,9.79,32.96,2,9.76,32.67,3,9.73,32.90
1,9.62,42.25,3,9.75,42.72,2,9.70,42.38,4,9.84,42.74
1,9.58,51.84,4,9.36,52.08,2,9.49,51.87,3,9.32,52.07
1,9.56,1:01.40,3,9.72,1:01.80,2,9.68,1:01.56,4,9.79,1:01.86
1,9.56,1:10.96,3,9.61,1:11.41,2,9.54,1:11.11,4,10.05,1:11.92
1,9.51,1:20.47,3,9.50,1:20.92,2,9.57,1:20.68,4,10.36,1:22.29
1,9.83,1:30.300,3,9.70,1:30.619,2,9.76,1:30.440,4,10.60,1:32.885
