GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,JONG Kwang Bom POSITION,JONG Kwang Bom LAP TIME,JONG Kwang Bom ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,HEO Andrew POSITION,HEO Andrew LAP TIME,HEO Andrew ELAPSED TIME
1,6.82,6.82,4,7.15,7.15,3,6.98,6.98,2,6.92,6.92,5,7.28,7.28
1,8.94,15.76,4,9.04,16.19,2,9.01,15.99,3,9.16,16.08,5,9.11,16.39
1,8.57,24.33,4,8.47,24.66,2,8.52,24.51,3,8.47,24.55,5,8.69,25.08
1,8.73,33.06,4,9.00,33.66,3,9.07,33.58,2,8.89,33.44,5,8.92,34.00
1,9.04,42.10,3,9.04,42.708,4,9.20,42.786,2,8.90,42.347,5,9.11,43.111
