de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
2,7.50,7.50,1,7.35,7.35,3,7.68,7.68,4,7.83,7.83
2,9.62,17.12,1,9.36,16.71,3,9.57,17.25,4,9.47,17.30
2,9.19,26.31,1,8.97,25.68,4,9.75,27.00,3,9.59,26.89
2,9.21,35.52,1,9.18,34.86,4,9.48,36.48,3,9.49,36.38
2,9.26,44.778,1,9.44,44.300,0,,PEN,3,10.58,46.951
