Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Felipe de SOUZA POSITION,Felipe de SOUZA LAP TIME,Felipe de SOUZA ELAPSED TIME
2,6.769,6.769,1,6.657,6.657,3,6.794,6.794,4,6.967,6.967
2,8.831,15.599,1,8.870,15.526,3,8.877,15.670,4,12.118,19.085
1,8.670,24.269,2,8.812,24.337,3,8.735,24.405,4,10.856,29.940
2,8.713,32.981,3,8.911,33.248,1,8.455,32.859,4,11.063,41.003
1,9.09,42.064,3,9.04,42.288,2,9.34,42.198,4,11.51,52.509
