Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME
1,6.723,6.723,4,7.028,7.028,3,6.858,6.858,2,6.807,6.807
2,9.124,15.847,4,9.232,16.260,3,9.064,15.922,1,8.976,15.782
1,8.708,24.555,4,8.745,25.005,2,8.691,24.612,3,8.847,24.628
1,8.728,33.283,3,9.053,34.058,4,18.008,42.620,2,8.760,33.388
1,9.17,42.452,4,9.16,43.215,2,0.08,42.696,3,9.34,42.720
