DALRYMPLE Georgie POSITION,DALRYMPLE Georgie LAP TIME,DALRYMPLE Georgie ELAPSED TIME,Hee Won SON POSITION,Hee Won SON LAP TIME,Hee Won SON ELAPSED TIME,Chiara BETTI POSITION,Chiara BETTI LAP TIME,Chiara BETTI ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME,Anna TURI POSITION,Anna TURI LAP TIME,Anna TURI ELAPSED TIME
1,7.41,7.41,4,7.91,7.91,3,7.76,7.76,2,7.68,7.68,5,8.08,8.08
1,9.43,16.84,4,9.63,17.54,3,9.58,17.34,2,9.30,16.98,4,9.46,17.54
1,8.90,25.74,4,8.97,26.51,3,9.04,26.38,2,8.88,25.86,5,9.15,26.69
1,9.07,34.81,4,9.16,35.67,3,9.21,35.59,2,9.07,34.93,5,9.30,35.99
1,9.38,44.19,4,9.58,45.251,3,9.54,45.138,2,9.38,44.31,5,9.43,45.429
