BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Myukerrem TOP POSITION,Myukerrem TOP LAP TIME,Myukerrem TOP ELAPSED TIME
1,6.93,6.93,2,7.24,7.24,4,7.35,7.35,3,7.32,7.32
1,9.26,16.19,2,9.25,16.49,3,18.55,25.90,4,18.73,26.05
1,8.75,24.94,2,8.81,25.30,3,9.96,35.86,4,10.32,36.37
1,8.85,33.79,2,8.83,34.13,3,9.55,45.41,4,9.91,46.28
1,9.07,42.857,2,9.19,43.314,3,9.73,55.135,4,10.29,56.570
