Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME
2,13.29,13.29,1,13.27,13.27,4,13.59,13.59,3,13.45,13.45,5,13.70,13.70
2,9.91,23.20,1,9.88,23.15,4,9.86,23.45,3,9.92,23.37,5,9.84,23.54
2,9.84,33.04,1,9.79,32.94,4,9.77,33.22,3,9.76,33.13,5,9.78,33.32
2,9.74,42.78,1,9.73,42.67,4,9.74,42.96,3,9.73,42.86,5,9.75,43.07
2,10.00,52.78,1,10.03,52.70,4,9.98,52.94,3,10.07,52.93,5,10.00,53.07
2,9.71,1:02.49,3,10.04,1:02.74,1,9.55,1:02.49,4,9.89,1:02.82,5,9.78,1:02.85
2,9.69,1:12.18,4,10.27,1:13.01,1,9.37,1:11.86,3,10.15,1:12.97,5,10.42,1:13.27
2,9.73,1:21.91,5,11.72,1:24.73,1,9.70,1:21.56,3,10.03,1:23.00,4,10.71,1:23.98
2,9.95,1:31.853,5,12.84,1:37.570,1,10.03,1:31.589,3,10.52,1:33.515,4,10.94,1:34.916
