Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.65,6.65,3,6.94,6.94,2,6.90,6.90,4,7.21,7.21
1,8.61,15.26,3,8.91,15.85,2,8.80,15.70,4,8.94,16.15
1,8.35,23.61,3,8.32,24.17,2,8.39,24.09,4,9.85,26.00
1,8.55,32.16,3,8.46,32.63,2,8.43,32.52,4,10.66,36.66
1,8.82,40.972,3,8.59,41.213,2,8.57,41.087,4,10.41,47.065
