SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME
2,7.30,7.30,1,7.11,7.11,3,7.49,7.49,4,7.65,7.65
2,9.46,16.76,1,9.63,16.74,3,9.41,16.90,4,9.56,17.21
1,9.03,25.79,2,9.25,25.99,3,9.24,26.14,4,9.15,26.36
1,9.07,34.86,2,9.32,35.31,3,9.26,35.40,4,9.19,35.55
1,9.26,44.113,2,9.46,44.765,3,9.42,44.820,4,9.38,44.929
