HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,12.73,12.73,2,12.83,,3,12.97,12.97,5,13.06,13.06,4,13.00,13.00
1,9.41,22.14,3,9.42,,4,9.49,22.46,5,9.50,22.56,2,9.23,22.23
1,9.26,31.40,2,9.25,,4,9.26,31.72,5,9.27,31.83,3,9.39,31.62
1,9.45,40.85,2,9.39,,4,9.45,41.17,5,9.45,41.28,3,9.40,41.02
1,9.07,49.92,2,9.13,,4,9.03,50.20,5,9.05,50.33,3,9.10,50.12
1,8.94,58.86,2,8.95,,4,8.94,59.14,5,8.93,59.26,3,8.94,59.06
1,8.94,1:07.80,5,9.71,,4,8.93,1:08.07,3,8.74,1:08.00,2,8.93,1:07.99
1,8.97,1:16.77,5,9.72,,3,9.02,1:17.09,2,8.94,1:16.94,4,9.20,1:17.19
1,9.05,1:25.82,5,11.70,,3,9.02,1:26.11,2,9.02,1:25.96,4,9.04,1:26.23
