Anna KRASTEVA POSITION,Anna KRASTEVA LAP TIME,Anna KRASTEVA ELAPSED TIME,KIM Min-Jee POSITION,KIM Min-Jee LAP TIME,KIM Min-Jee ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME
4,15.361,15.361,1,14.999,14.999,3,15.322,15.322,2,15.245,15.245
4,10.581,25.941,1,10.513,25.512,2,10.380,25.702,3,10.504,25.748
4,9.971,35.912,1,10.072,35.583,3,9.992,35.694,2,9.892,35.640
4,9.757,45.668,1,9.610,45.192,3,9.921,45.614,2,9.840,45.480
4,9.775,55.443,1,9.833,55.025,3,9.757,55.371,2,9.812,55.292
4,9.873,1:05.315,1,9.911,1:04.935,3,9.803,1:05.173,2,9.732,1:05.023
4,10.124,1:15.439,1,9.706,1:14.641,2,9.662,1:14.834,3,9.931,1:14.954
4,10.733,1:26.171,1,9.793,1:24.434,2,9.919,1:24.753,3,9.871,1:24.824
4,12.09,1:38.258,1,10.09,1:34.521,2,9.93,1:34.683,3,9.88,1:34.703
