GALIAKHMETOV Adil POSITION,GALIAKHMETOV Adil LAP TIME,GALIAKHMETOV Adil ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Tobias PIETZSCH POSITION,Tobias PIETZSCH LAP TIME,Tobias PIETZSCH ELAPSED TIME
1,12.86,12.86,5,13.30,13.30,2,12.95,12.95,3,13.07,13.07,4,13.25,13.25
1,9.76,22.62,5,9.90,23.20,2,9.70,22.65,4,9.92,22.99,3,9.57,22.82
3,9.38,32.00,5,9.43,32.63,1,9.12,31.77,4,9.10,32.09,2,9.06,31.88
3,9.21,41.21,5,9.23,41.86,1,9.22,40.99,4,9.26,41.35,2,9.23,41.11
3,9.10,50.31,5,9.39,51.25,1,9.19,50.18,4,9.14,50.49,2,9.10,50.21
3,9.35,59.66,5,9.61,1:00.86,1,9.17,59.35,2,9.02,59.51,4,9.57,59.78
3,9.13,1:08.79,5,10.36,1:11.22,1,9.24,1:08.59,2,9.18,1:08.69,4,9.26,1:09.04
3,9.14,1:17.93,5,11.02,1:22.24,2,9.17,1:17.76,1,8.94,1:17.63,4,9.50,1:18.54
3,9.21,1:27.14,5,11.82,1:34.06,2,9.12,1:26.88,1,9.05,1:26.68,4,9.76,1:28.30
