Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,6.59,6.59,2,6.76,6.76,4,6.98,6.98,3,6.97,6.97,5,7.07,7.07
1,8.88,15.47,2,8.78,15.54,4,9.22,16.20,5,9.38,16.35,3,9.01,16.08
1,8.52,23.99,2,8.54,24.08,4,8.61,24.81,5,8.64,24.99,3,8.50,24.58
1,8.72,32.71,2,8.70,32.78,4,8.51,33.32,5,8.63,33.62,3,8.57,33.15
1,9.14,41.848,2,9.10,41.876,3,8.79,42.106,5,9.12,42.738,4,8.96,42.109
