Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,ZHANG Zhiqiang POSITION,ZHANG Zhiqiang LAP TIME,ZHANG Zhiqiang ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
3,13.665,13.665,4,13.753,13.753,2,13.537,13.537,1,13.307,13.307
2,10.113,23.778,4,10.036,23.789,3,10.249,23.786,1,10.251,23.558
2,10.295,34.073,4,10.436,34.224,3,10.328,34.114,1,10.385,33.942
3,10.108,44.180,1,9.785,44.009,2,9.918,44.032,4,10.311,44.253
2,9.273,53.453,3,9.527,53.537,1,9.250,53.282,4,9.545,53.798
2,9.035,1:02.488,1,8.935,1:02.472,3,9.296,1:02.577,4,9.312,1:03.110
1,9.019,1:11.507,3,9.255,1:11.727,2,9.009,1:11.586,4,9.447,1:12.557
2,8.934,1:20.441,3,9.041,1:20.767,1,8.833,1:20.419,4,9.769,1:22.325
1,8.956,1:29.396,3,9.608,1:30.375,2,9.208,1:29.628,4,10.012,1:32.337
