Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
1,6.64,6.64,3,7.50,7.50,2,7.28,7.28,4,7.53,7.53
1,9.29,15.93,3,9.41,16.91,2,9.42,16.70,4,9.63,17.16
1,9.12,25.05,3,9.02,25.93,2,9.15,25.85,4,9.01,26.17
1,9.37,34.42,2,9.06,34.99,3,9.19,35.04,4,9.11,35.28
1,9.81,44.225,2,9.30,44.286,4,9.80,44.832,3,9.17,44.448
