ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,Vera RASSKAZOVA POSITION,Vera RASSKAZOVA LAP TIME,Vera RASSKAZOVA ELAPSED TIME
1,7.45,7.45,3,7.80,7.80,2,7.58,7.58
1,9.41,16.86,3,9.60,17.40,2,9.51,17.09
1,8.93,25.79,3,9.01,26.41,2,8.97,26.06
1,9.05,34.84,3,9.19,35.60,2,9.10,35.16
1,9.23,44.07,3,9.45,45.05,2,9.30,44.46
