STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME,HUANG Lan POSITION,HUANG Lan LAP TIME,HUANG Lan ELAPSED TIME,Gloria IORIATTI POSITION,Gloria IORIATTI LAP TIME,Gloria IORIATTI ELAPSED TIME,Anna TURI POSITION,Anna TURI LAP TIME,Anna TURI ELAPSED TIME,Caroline MURPHY POSITION,Caroline MURPHY LAP TIME,Caroline MURPHY ELAPSED TIME,Kar Weng SOO POSITION,Kar Weng SOO LAP TIME,Kar Weng SOO ELAPSED TIME
2,7.63,7.63,1,7.51,7.51,3,7.78,7.78,4,7.94,7.94,5,8.14,8.14,6,8.63,8.63
1,9.58,17.21,2,9.78,17.29,3,9.59,17.37,4,9.63,17.57,5,9.82,17.96,6,10.84,19.47
1,9.19,26.40,2,9.19,26.48,3,9.22,26.59,4,9.10,26.67,5,9.37,27.33,6,10.54,30.01
1,9.27,35.67,1,9.19,35.67,4,9.58,36.17,3,9.31,35.98,5,9.56,36.89,6,10.79,40.80
2,9.87,45.54,1,9.80,45.47,4,9.49,45.669,3,9.58,45.56,5,9.79,46.680,6,11.06,51.869
