Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,7.27,7.27,2,7.40,7.40,3,7.65,7.65,4,7.85,7.85
1,9.51,16.78,2,9.51,16.91,3,9.53,17.18,4,9.49,17.34
1,8.91,25.69,2,8.95,25.86,3,9.03,26.21,4,9.04,26.38
1,9.07,34.76,2,9.03,34.89,3,9.20,35.41,4,9.22,35.60
1,9.31,44.061,2,9.35,44.231,3,9.44,44.841,4,9.38,44.971
