Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,ZHANG Zhiqiang POSITION,ZHANG Zhiqiang LAP TIME,ZHANG Zhiqiang ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
2,12.335,12.335,3,12.564,12.564,5,12.914,12.914,4,12.644,12.644,1,12.294,12.294
2,9.880,22.214,3,9.795,22.359,5,9.782,22.695,4,9.817,22.461,1,9.837,22.131
3,9.526,31.740,2,9.357,31.716,5,9.461,32.156,4,9.371,31.831,1,9.554,31.685
1,8.995,40.735,2,9.037,40.752,5,9.160,41.316,4,9.140,40.971,3,9.205,40.890
2,9.311,50.046,1,9.228,49.981,5,9.173,50.489,3,9.182,50.153,4,9.271,50.161
2,9.257,59.303,1,9.251,59.231,5,9.121,59.610,3,9.211,59.364,4,9.310,59.471
1,9.188,1:08.491,2,9.291,1:08.522,5,9.454,1:09.064,4,9.322,1:08.686,3,9.191,1:08.662
2,9.416,1:17.907,1,9.327,1:17.849,5,9.591,1:18.654,3,9.303,1:17.989,4,9.385,1:18.047
2,9.472,1:27.379,1,9.253,1:27.102,5,10.061,1:28.716,4,9.559,1:27.548,3,9.424,1:27.470
