Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
1,7.17,7.17,2,7.46,7.46,3,7.61,7.61,4,7.69,7.69
1,9.52,16.69,2,9.47,16.93,3,9.57,17.18,4,9.57,17.26
1,8.95,25.64,2,8.93,25.86,3,9.11,26.29,4,9.18,26.44
1,9.15,34.79,2,9.18,35.04,3,9.24,35.53,4,9.13,35.57
1,9.30,44.088,2,9.47,44.509,3,9.45,44.975,4,9.45,45.017
