Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME
1,12.993,12.993,3,13.394,13.394,2,13.075,13.075,4,13.561,13.561
1,10.009,23.002,3,9.997,23.391,2,10.253,23.328,4,9.984,23.546
1,9.942,32.944,3,9.775,33.166,2,9.618,32.946,4,9.637,33.182
2,9.125,42.070,3,9.172,42.338,4,9.454,42.400,1,8.806,41.989
2,8.833,50.903,4,8.971,51.309,3,8.745,51.145,1,8.863,50.852
3,8.968,59.871,1,8.540,59.849,4,9.238,1:00.383,2,9.017,59.869
1,9.016,1:08.886,3,9.501,1:09.350,4,9.124,1:09.507,2,9.196,1:09.064
1,9.251,1:18.137,3,9.416,1:18.766,4,9.379,1:18.887,2,9.357,1:18.421
1,9.225,1:27.362,3,9.504,1:28.270,4,9.692,1:28.579,2,9.196,1:27.617
