Anja KOLAR POSITION,Anja KOLAR LAP TIME,Anja KOLAR ELAPSED TIME,Natalia DMITRIEVA POSITION,Natalia DMITRIEVA LAP TIME,Natalia DMITRIEVA ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME
3,7.885,7.885,2,7.452,7.452,1,7.244,7.244,4,8.172,8.172
3,10.200,18.085,2,9.937,17.388,1,9.916,17.160,4,9.988,18.160
4,10.437,28.522,2,9.658,27.046,1,9.569,26.729,3,9.917,28.077
4,10.377,38.898,2,9.983,37.028,1,9.743,36.471,3,9.942,38.018
4,10.52,49.409,2,10.77,47.793,1,10.20,46.662,3,10.36,48.374
