Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME
1,15.52,15.52,2,15.61,15.61,3,15.76,15.76
1,12.93,28.45,3,12.93,28.54,2,12.69,28.45
1,11.48,39.93,3,11.55,40.09,2,11.49,39.94
1,10.86,50.79,2,10.77,50.86,3,10.95,50.89
1,10.21,1:01.00,2,10.20,1:01.06,3,10.25,1:01.14
1,9.97,1:10.97,2,10.01,1:11.07,3,10.03,1:11.17
1,9.99,1:20.96,2,9.97,1:21.04,3,10.00,1:21.17
1,9.85,1:30.81,2,9.91,1:30.95,3,9.89,1:31.06
1,9.94,1:40.742,2,9.91,1:40.857,3,9.95,1:41.002
