Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
1,12.390,12.390,2,12.450,12.450,3,12.700,12.700,4,12.740,12.740
2,9.720,22.120,1,9.490,21.940,3,9.550,22.250,4,9.620,22.370
1,9.610,31.730,2,9.810,31.760,3,9.750,32.010,4,9.720,32.090
2,9.880,41.620,1,9.820,41.580,3,9.860,41.870,4,9.850,41.950
2,9.870,51.490,1,9.840,51.430,3,9.800,51.670,4,9.760,51.710
1,9.390,1:00.890,2,9.460,1:00.890,4,9.560,1:01.240,3,9.300,1:01.020
2,9.350,1:10.240,1,9.250,1:10.150,4,9.400,1:10.650,3,9.320,1:10.340
2,9.310,1:19.560,1,9.390,1:19.540,4,9.370,1:20.020,3,9.400,1:19.740
1,9.410,1:28.970,2,9.590,1:29.130,4,9.370,1:29.390,3,9.550,1:29.300
