TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Philemon RAINER POSITION,Philemon RAINER LAP TIME,Philemon RAINER ELAPSED TIME
1,7.32,7.32,2,7.42,7.42,3,10.10,10.10
1,9.28,16.60,2,9.29,16.71,3,22.75,32.85
1,8.92,25.52,2,9.02,25.73,3,11.27,44.12
1,9.05,34.57,2,9.17,34.90,3,12.36,56.48
1,9.38,43.942,2,9.46,44.360,0,,notime
