Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Junji ITO POSITION,Junji ITO LAP TIME,Junji ITO ELAPSED TIME,Aslan DAUMOV POSITION,Aslan DAUMOV LAP TIME,Aslan DAUMOV ELAPSED TIME
2,15.270,15.270,1,15.220,15.220,3,15.420,15.420,4,15.610,15.610
2,11.500,26.780,1,11.540,26.760,3,11.540,26.960,4,11.510,27.120
2,11.050,37.830,1,11.010,37.770,3,11.010,37.980,4,10.950,38.080
1,10.520,48.360,3,10.680,48.460,2,10.430,48.420,4,10.570,48.650
2,9.950,58.310,3,10.110,58.580,1,9.850,58.270,4,9.960,58.610
2,9.710,1:08.030,3,9.720,1:08.300,1,9.640,1:07.910,4,9.690,1:08.300
2,9.470,1:17.500,4,9.720,1:18.020,1,9.560,1:17.470,3,9.690,1:17.990
2,9.650,1:27.150,3,10.030,1:28.050,1,9.640,1:27.110,4,10.340,1:28.330
2,9.810,1:36.960,4,10.530,1:38.590,1,9.760,1:36.880,3,10.230,1:38.570
