SON Hakyung POSITION,SON Hakyung LAP TIME,SON Hakyung ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME,Roza KOOYSTRA POSITION,Roza KOOYSTRA LAP TIME,Roza KOOYSTRA ELAPSED TIME
1,17.27,17.27,2,17.37,17.37,5,17.70,17.70,3,17.46,17.46,4,17.61,17.61
2,14.82,32.09,3,14.81,32.18,5,14.70,32.40,1,14.62,32.08,4,14.58,32.19
2,11.74,43.83,3,11.78,43.96,5,11.75,44.15,1,11.60,43.68,4,11.88,44.07
2,11.30,55.13,3,11.28,55.24,5,11.32,55.47,1,11.31,54.99,4,11.28,55.35
2,10.41,1:05.54,3,10.44,1:05.68,5,10.46,1:05.93,1,10.43,1:05.42,4,10.41,1:05.76
2,9.66,1:15.20,3,9.69,1:15.37,5,9.78,1:15.71,1,9.75,1:15.17,4,9.73,1:15.49
1,9.21,1:24.41,3,9.43,1:24.80,5,10.09,1:25.80,2,9.58,1:24.75,4,9.50,1:24.99
1,9.42,1:33.83,3,10.24,1:35.04,4,10.71,1:36.51,5,29.45,1:54.20,2,9.85,1:34.84
1,9.68,1:43.501,0,,PEN,3,11.35,1:47.859,4,14.66,2:08.856,2,10.26,1:45.099
