Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME
1,13.146,13.146,3,13.324,13.324,2,13.279,13.279,4,13.410,13.410
1,10.114,23.260,4,10.250,23.574,3,10.130,23.409,2,9.923,23.332
2,9.595,32.855,3,9.399,32.973,4,9.605,33.014,1,9.450,32.782
2,9.830,42.685,3,9.837,42.810,4,9.847,42.861,1,9.765,42.547
2,9.761,52.446,3,9.825,52.635,4,9.791,52.652,1,9.859,52.407
2,9.896,1:02.343,4,9.815,1:02.449,3,9.710,1:02.362,1,9.851,1:02.257
2,9.528,1:11.870,4,9.611,1:12.061,3,9.642,1:12.004,1,9.573,1:11.830
1,9.774,1:21.645,2,9.678,1:21.739,3,9.819,1:21.823,4,19.538,1:31.368
2,9.768,1:31.413,3,9.723,1:31.462,1,9.476,1:31.299,4,14.343,1:45.711
