KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME
3,7.11,7.11,2,6.92,6.92,1,6.77,6.77,4,7.20,7.20
3,8.96,16.07,2,8.98,15.91,1,9.10,15.88,4,8.99,16.20
3,8.74,24.82,2,8.88,24.80,1,8.83,24.72,4,8.77,24.97
2,8.77,33.60,1,8.75,33.56,3,8.90,33.62,4,8.76,33.73
2,8.97,42.570,1,8.92,42.474,3,9.11,42.722,4,9.05,42.776
