MATVEEVA Anna POSITION,MATVEEVA Anna LAP TIME,MATVEEVA Anna ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,HAO Weiying POSITION,HAO Weiying LAP TIME,HAO Weiying ELAPSED TIME,SOMODI Maja POSITION,SOMODI Maja LAP TIME,SOMODI Maja ELAPSED TIME
1,14.81,14.81,2,14.84,14.84,3,14.86,,4,15.09,15.09
2,10.31,25.12,3,10.44,25.28,1,10.19,,4,10.30,25.39
1,10.43,35.55,3,10.48,35.76,2,10.57,,4,10.51,35.90
1,10.16,45.71,3,10.14,45.90,2,10.19,,4,10.08,45.98
1,9.91,55.62,4,9.98,55.88,2,9.88,,3,9.85,55.83
1,9.40,1:05.02,3,9.41,1:05.29,2,9.45,,4,9.55,1:05.38
1,9.47,1:14.49,3,9.51,1:14.80,2,9.48,,4,9.53,1:14.91
1,9.70,1:24.19,4,9.67,1:24.47,2,9.71,,3,9.50,1:24.41
1,9.92,1:34.11,4,10.00,1:34.47,2,9.89,,3,9.90,1:34.31
