VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,Skyler KAH POSITION,Skyler KAH LAP TIME,Skyler KAH ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME
5,13.70,13.70,4,13.57,13.57,2,13.36,13.36,1,13.25,13.25,3,13.39,13.39
5,9.90,23.60,4,9.92,23.49,3,10.01,23.37,1,9.83,23.08,2,9.84,23.23
5,9.57,33.17,4,9.56,33.05,3,9.57,32.94,1,9.63,32.71,2,9.60,32.83
5,9.40,42.57,4,9.38,42.43,3,9.41,42.35,1,9.41,42.12,2,9.42,42.25
5,9.35,51.92,4,9.35,51.78,3,9.29,51.64,1,9.33,51.45,2,9.28,51.53
5,9.31,1:01.23,4,9.22,1:01.00,3,9.23,1:00.87,1,9.24,1:00.69,2,9.23,1:00.76
5,9.37,1:10.60,4,9.13,1:10.13,3,9.09,1:09.96,1,8.98,1:09.67,2,9.03,1:09.79
5,9.60,1:20.20,4,8.96,1:19.09,3,9.00,1:18.96,1,8.84,1:18.51,2,8.83,1:18.62
5,10.18,1:30.38,4,9.41,1:28.50,3,9.21,1:28.17,1,8.98,1:27.49,2,8.98,1:27.60
