Lucas PAREDES POSITION,Lucas PAREDES LAP TIME,Lucas PAREDES ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
5,8.05,8.05,1,7.01,7.01,2,7.27,7.27,3,7.31,7.31,4,7.49,7.49
5,11.03,19.08,1,9.25,16.26,3,9.37,16.64,4,9.44,16.75,2,9.02,16.51
5,11.09,30.17,1,8.86,25.12,3,9.12,25.76,4,9.02,25.77,2,8.72,25.23
5,11.08,41.25,1,8.85,33.97,4,9.24,35.00,3,9.07,34.84,2,8.75,33.98
5,11.45,52.697,1,9.05,43.019,4,9.42,44.414,3,9.20,44.031,2,9.13,43.106
