Gellert PATAKI POSITION,Gellert PATAKI LAP TIME,Gellert PATAKI ELAPSED TIME,FORNER Jan POSITION,FORNER Jan LAP TIME,FORNER Jan ELAPSED TIME,Alexander ZHELEZNOV POSITION,Alexander ZHELEZNOV LAP TIME,Alexander ZHELEZNOV ELAPSED TIME,KIM Jae-Han POSITION,KIM Jae-Han LAP TIME,KIM Jae-Han ELAPSED TIME
3,7.720,7.720,2,7.642,7.642,4,7.941,7.941,1,7.478,7.478
2,9.854,17.573,3,9.977,17.618,4,9.923,17.864,1,9.739,17.216
3,9.585,27.158,2,9.440,27.058,4,9.494,27.357,1,9.764,26.980
4,10.117,37.274,3,10.001,37.059,2,9.663,37.020,1,9.610,36.590
3,9.37,46.642,4,10.43,47.480,2,9.38,46.394,1,9.34,45.925
