Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,Pavel SHAIDZITSKI POSITION,Pavel SHAIDZITSKI LAP TIME,Pavel SHAIDZITSKI ELAPSED TIME,Yoshiharu ARINO POSITION,Yoshiharu ARINO LAP TIME,Yoshiharu ARINO ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME
1,6.893,6.893,2,7.106,7.106,4,7.342,7.342,5,7.421,7.421,3,7.276,7.276
1,9.231,16.124,2,9.444,16.549,5,9.745,17.087,4,9.268,16.689,3,9.318,16.594
1,9.029,25.153,4,9.216,25.765,5,9.375,26.461,3,9.054,25.742,2,8.993,25.586
1,9.319,34.471,4,9.269,35.033,5,9.532,35.992,3,9.141,34.883,2,9.268,34.853
1,9.87,44.335,2,9.55,44.579,3,10.06,46.043,0,,DQ,4,12.63,47.479
