Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME
4,13.9913,13.9913,1,13.4094,13.4094,3,13.5340,13.5340,2,13.4152,13.4152
2,9.9805,23.9718,4,10.6512,24.0606,1,10.4268,23.9608,3,10.6001,24.0153
3,9.9390,33.9108,2,9.7844,33.8450,1,9.8733,33.8341,4,10.1574,34.1727
1,10.1484,44.0592,2,10.3053,44.1503,3,10.3427,44.1768,4,10.3632,44.5359
1,10.4984,54.5576,3,10.5093,54.6596,2,10.3881,54.5649,4,10.2792,54.8151
3,10.5442,1:05.1018,2,10.3285,1:04.9881,1,10.2977,1:04.8626,4,10.3988,1:05.2139
1,9.7728,1:14.8746,3,9.9576,1:14.9457,2,10.0373,1:14.8999,4,10.0784,1:15.2923
2,9.9188,1:24.7934,3,9.9691,1:24.9148,1,9.8924,1:24.7923,4,10.0623,1:25.3546
3,10.22,1:35.015,2,10.03,1:34.944,1,10.07,1:34.858,4,10.71,1:36.062
