Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME
4,14.86,14.86,3,14.73,14.73,4,14.86,14.86,2,14.65,14.65,1,14.34,14.34
5,10.75,25.61,4,10.66,25.39,1,10.32,25.18,3,10.72,25.37,2,10.91,25.25
5,9.98,35.59,4,10.01,35.40,1,9.70,34.88,3,9.86,35.23,2,9.83,35.08
5,9.52,45.11,4,9.51,44.91,2,9.74,44.62,3,9.50,44.73,1,9.50,44.58
5,9.62,54.73,3,9.55,54.46,3,9.84,54.46,2,9.62,54.35,1,9.70,54.28
5,9.96,1:04.69,3,9.98,1:04.44,4,10.09,1:04.55,2,9.97,1:04.32,1,9.89,1:04.17
5,9.99,1:14.68,3,9.99,1:14.43,4,10.00,1:14.55,2,9.89,1:14.21,1,9.90,1:14.07
5,10.10,1:24.78,3,9.78,1:24.21,4,10.04,1:24.59,2,9.86,1:24.07,1,9.87,1:23.94
5,10.27,1:35.05,0,,PHOTO,4,10.43,1:35.02,0,,PHOTO,1,9.87,1:33.81
