KIM Dagyeom POSITION,KIM Dagyeom LAP TIME,KIM Dagyeom ELAPSED TIME,Artem DENISOV POSITION,Artem DENISOV LAP TIME,Artem DENISOV ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME
1,6.86,6.86,3,7.22,7.22,2,6.99,6.99,4,7.48,7.48
1,9.02,15.88,3,8.94,16.16,2,9.01,16.00,4,9.32,16.80
1,8.65,24.53,3,8.53,24.69,2,8.67,24.67,4,9.02,25.82
1,8.82,33.35,2,8.85,33.54,3,9.09,33.76,4,9.22,35.04
1,9.06,42.408,2,8.96,42.500,3,9.33,43.088,4,9.45,44.485
