Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Emil KARNEEV POSITION,Emil KARNEEV LAP TIME,Emil KARNEEV ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,7.05,7.05,2,7.17,7.17,3,7.36,7.36,4,7.52,7.52
1,9.15,16.20,2,9.09,16.26,3,9.08,16.44,4,9.07,16.59
1,8.55,24.75,2,8.57,24.83,3,8.50,24.94,4,8.62,25.21
1,8.85,33.60,3,8.99,33.82,2,8.78,33.72,4,8.75,33.96
1,8.86,42.451,4,30.07,1:03.884,2,8.82,42.535,3,8.71,42.663
