Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME
0,,,0,19.035,19.035,0,18.776,18.776
0,,31.797,0,13.081,32.117,0,13.084,31.859
0,12.442,44.239,0,12.310,44.427,0,12.460,44.319
0,11.903,56.142,0,11.962,56.389,0,11.755,56.075
0,10.468,1:06.610,0,10.474,1:06.863,0,10.252,1:06.327
0,10.195,1:16.806,0,10.041,1:16.904,0,10.387,1:16.714
0,9.943,1:26.749,0,9.669,1:26.573,0,9.794,1:26.508
0,9.883,1:36.632,0,9.563,1:36.136,0,9.923,1:36.431
0,10.026,1:46.658,0,10.038,1:46.174,0,9.934,1:46.365
