Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,KIM Yun-Jae POSITION,KIM Yun-Jae LAP TIME,KIM Yun-Jae ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME
1,12.60,12.60,2,12.69,12.69,4,12.96,12.96,3,12.82,12.82
1,9.67,22.27,2,9.67,22.36,4,9.62,22.58,3,9.63,22.45
1,9.49,31.76,2,9.49,31.85,4,9.48,32.06,3,9.49,31.94
1,9.30,41.06,2,9.28,41.13,4,9.30,41.36,3,9.32,41.26
1,9.11,50.17,2,9.20,50.33,4,9.19,50.55,3,9.18,50.44
1,8.88,59.05,2,8.78,59.11,4,8.84,59.39,3,8.79,59.23
1,8.80,1:07.85,2,8.81,1:07.92,4,8.79,1:08.18,3,8.82,1:08.05
1,8.73,1:16.58,2,8.76,1:16.68,4,8.85,1:17.03,3,8.71,1:16.76
1,8.89,1:25.462,2,8.82,1:25.492,4,9.26,1:26.287,3,8.79,1:25.543
