Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
1,6.496,6.496,4,6.940,6.940,2,6.845,6.845,3,6.849,6.849
1,8.910,15.406,3,8.744,15.684,2,8.826,15.670,4,9.036,15.885
1,8.596,24.002,4,8.922,24.606,2,8.570,24.240,3,8.491,24.375
2,8.869,32.870,4,8.821,33.426,1,8.586,32.826,3,8.637,33.012
3,9.20,42.061,4,9.15,42.569,1,8.89,41.713,2,8.82,41.829
