Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
2,6.950,6.950,1,6.740,6.740,4,7.790,7.790,3,7.220,7.220
2,9.320,16.270,1,9.300,16.050,4,8.930,16.720,3,9.150,16.380
2,9.110,25.390,3,9.530,25.590,4,9.100,25.820,1,8.810,25.190
2,9.180,34.570,3,9.370,34.960,4,9.210,35.040,1,8.840,34.030
2,9.290,43.860,4,9.660,44.620,3,9.240,44.280,1,9.270,43.300
