Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Benoit ANTERIEUX POSITION,Benoit ANTERIEUX LAP TIME,Benoit ANTERIEUX ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
1,6.78,6.78,4,7.05,7.05,3,6.90,6.90,2,6.79,6.79,5,7.32,7.32
1,9.01,15.80,4,9.33,16.38,2,9.16,16.06,3,9.51,16.31,5,9.30,16.63
1,8.70,24.51,4,8.87,25.25,2,8.63,24.70,3,8.60,24.91,5,8.99,25.62
1,8.74,33.25,4,8.68,33.94,2,8.76,33.46,3,8.76,33.68,5,9.05,34.68
1,9.21,42.456,3,9.01,42.946,2,9.04,42.498,4,9.42,43.096,5,9.21,43.882
