Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,6.826,6.826,2,6.935,6.935,3,7.123,7.123
2,9.130,15.956,1,8.972,15.907,3,9.070,16.194
2,8.567,24.523,1,8.563,24.470,3,8.537,24.731
1,14.758,39.281,3,21.752,46.222,2,14.742,39.473
1,12.299,51.580,3,22.154,1:08.376,2,15.447,54.920
