HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME
1,12.74,12.74,2,12.86,12.86,3,12.97,12.97,4,13.06,13.06,5,13.20,13.20
2,9.76,22.50,4,9.79,22.65,1,9.46,22.43,3,9.51,22.57,5,9.56,22.76
2,9.23,31.73,4,9.29,31.94,1,9.16,31.59,3,9.28,31.85,5,9.28,32.04
2,9.22,40.95,4,9.20,41.14,1,9.24,40.83,3,9.18,41.03,5,9.22,41.26
2,9.18,50.13,3,9.09,50.23,1,9.20,50.03,3,9.20,50.23,5,9.15,50.41
1,8.78,58.91,3,8.95,59.18,2,9.01,59.04,4,9.06,59.29,5,9.01,59.42
1,8.58,1:07.49,3,8.61,1:07.79,2,8.63,1:07.67,4,8.61,1:07.90,5,8.68,1:08.10
1,8.53,1:16.02,3,8.49,1:16.28,2,8.53,1:16.20,4,8.48,1:16.38,5,8.87,1:16.97
1,8.71,1:24.73,3,8.79,1:25.07,2,8.78,1:24.98,4,8.73,1:25.11,5,9.47,1:26.44
