Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Andrey STARZHINSKIY POSITION,Andrey STARZHINSKIY LAP TIME,Andrey STARZHINSKIY ELAPSED TIME,Koen HAKKENBERG POSITION,Koen HAKKENBERG LAP TIME,Koen HAKKENBERG ELAPSED TIME
2,7.28,7.28,1,7.17,7.17,3,7.31,7.31,4,7.68,7.68
3,9.60,16.88,1,9.62,16.79,2,9.55,16.86,4,9.46,17.14
1,9.09,25.97,2,9.47,26.26,4,9.55,26.41,3,9.23,26.37
1,9.33,35.30,2,9.29,35.55,4,9.49,35.90,3,9.51,35.88
1,9.58,44.873,2,9.73,45.277,4,9.82,45.720,3,9.56,45.436
