Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Morgan IZYKOWSKI POSITION,Morgan IZYKOWSKI LAP TIME,Morgan IZYKOWSKI ELAPSED TIME
1,14.11,14.11,3,14.22,14.22,4,14.35,14.35,2,14.22,14.22
1,10.28,24.39,4,10.50,24.72,3,10.20,24.55,2,10.26,24.48
1,10.36,34.75,4,10.33,35.05,3,10.40,34.95,2,10.37,34.85
1,10.35,45.10,4,10.36,45.41,3,10.35,45.30,2,10.36,45.21
1,10.25,55.35,4,10.28,55.69,3,10.27,55.57,2,10.26,55.47
1,10.16,1:05.51,4,10.17,1:05.86,3,10.18,1:05.75,2,10.16,1:05.63
1,9.66,1:15.17,4,9.65,1:15.51,3,9.66,1:15.41,2,9.59,1:15.22
1,9.96,1:25.13,4,10.07,1:25.58,3,10.05,1:25.46,2,10.03,1:25.25
1,10.07,1:35.195,4,10.10,1:35.678,3,10.15,1:35.609,2,10.03,1:35.280
