PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,7.42,7.42,2,7.54,7.54,4,7.92,7.92,3,7.65,7.65
1,9.62,17.04,2,9.60,17.14,4,9.60,17.52,3,9.60,17.25
1,9.19,26.23,2,9.19,26.33,4,9.15,26.67,3,9.20,26.45
1,9.19,35.42,2,9.20,35.53,4,9.10,35.77,3,9.18,35.63
1,9.28,44.695,2,9.20,44.723,4,9.16,44.930,3,9.22,44.849
