NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME
4,13.58,13.58,1,13.31,13.31,5,13.74,13.74,3,13.42,13.42,2,13.35,13.35
4,10.19,23.77,2,10.33,23.64,5,10.25,23.99,3,10.33,23.75,1,10.22,23.57
1,9.05,32.82,3,9.43,33.07,5,9.26,33.25,4,9.48,33.23,2,9.49,33.06
1,9.46,42.28,2,9.31,42.38,3,9.26,42.51,4,9.37,42.60,5,9.76,42.82
1,9.46,51.74,2,9.47,51.85,3,9.44,51.95,4,9.44,52.04,5,9.35,52.17
1,9.15,1:00.89,2,9.12,1:00.97,3,9.13,1:01.08,4,9.10,1:01.14,5,9.12,1:01.29
1,9.15,1:10.04,2,9.17,1:10.14,3,9.20,1:10.28,4,9.23,1:10.37,5,9.21,1:10.50
1,8.99,1:19.03,2,9.03,1:19.17,4,25.34,1:35.62,5,25.55,1:35.92,3,9.33,1:19.83
1,9.42,1:28.442,2,9.56,1:28.725,0,,PEN,4,19.91,1:55.824,3,10.12,1:29.949
