LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
0,,,2,7.25,7.25,1,6.58,6.58,3,7.35,7.35,0,,
0,,,3,9.33,16.58,1,9.19,15.78,2,9.19,16.55,0,,
0,,,2,8.53,25.11,1,8.70,24.48,3,8.85,25.40,0,,
0,,,2,8.73,33.85,1,9.01,33.50,3,8.92,34.32,0,,
1,,42.000,2,8.85,42.698,0,,DQ,3,9.43,43.743,0,,DNS
