GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
2,6.90,6.90,3,7.29,7.29,4,7.30,7.30,1,6.78,6.78,5,7.44,7.44
2,8.96,15.86,4,9.36,16.65,5,9.38,16.68,1,8.77,15.55,3,9.12,16.56
2,8.57,24.43,4,8.67,25.32,5,9.02,25.70,1,8.41,23.96,3,8.56,25.12
2,8.73,33.16,4,8.65,33.97,5,9.03,34.73,1,8.57,32.53,3,8.57,33.69
2,8.96,42.12,4,8.94,42.91,5,9.23,43.96,1,8.83,41.36,3,8.78,42.47
