Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Oliver HORSEPOOL POSITION,Oliver HORSEPOOL LAP TIME,Oliver HORSEPOOL ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME
1,13.150,13.150,3,13.492,13.492,4,13.509,13.509,2,13.340,13.340
2,10.345,23.495,1,9.972,23.464,4,10.130,23.639,3,10.181,23.521
1,9.574,33.069,2,9.631,33.094,4,9.887,33.525,3,9.677,33.197
2,9.565,42.634,1,9.490,42.583,4,9.466,42.990,3,9.508,42.705
3,9.173,51.807,1,9.125,51.708,4,9.467,52.457,2,9.060,51.765
1,9.352,1:01.158,2,9.463,1:01.171,4,9.690,1:02.146,3,9.626,1:01.391
1,9.330,1:10.488,2,9.379,1:10.550,4,10.005,1:12.151,3,9.424,1:10.814
1,9.527,1:20.014,2,9.591,1:20.140,4,10.118,1:22.268,3,9.519,1:20.332
1,9.76,1:29.765,2,9.70,1:29.838,4,10.63,1:32.893,3,9.62,1:29.945
