WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME
1,6.78,6.78,2,6.99,6.99,3,7.11,7.11,4,7.29,7.29
1,8.66,15.44,2,8.73,15.72,3,8.77,15.88,4,8.75,16.04
1,8.27,23.71,2,8.27,23.99,3,8.20,24.08,4,8.22,24.26
1,8.33,32.04,2,8.31,32.30,3,8.23,32.31,4,8.22,32.48
1,8.54,40.574,3,8.62,40.911,2,8.52,40.823,4,8.46,40.939
