Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,KANG Luqian POSITION,KANG Luqian LAP TIME,KANG Luqian ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
3,13.961,13.961,2,13.706,13.706,1,13.601,13.601,4,14.186,14.186
3,10.368,24.328,1,10.398,24.104,2,10.570,24.171,4,10.354,24.540
3,10.231,34.558,2,10.316,34.420,1,10.247,34.417,4,10.202,34.742
3,10.197,44.755,2,10.012,44.431,1,9.892,44.309,4,10.183,44.924
3,10.124,54.878,2,10.203,54.633,1,10.256,54.564,4,10.122,55.046
2,10.331,1:05.209,3,10.577,1:05.210,4,10.835,1:05.399,1,10.148,1:05.193
2,10.376,1:15.585,1,10.276,1:15.485,3,10.895,1:16.294,4,33.012,1:38.205
1,10.775,1:26.359,3,12.287,1:27.771,2,11.259,1:27.552,4,22.206,2:00.411
1,10.61,1:36.967,2,9.41,1:37.181,3,12.78,1:40.327,4,16.04,2:16.446
