Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME
1,6.77,6.77,4,7.02,7.02,2,6.91,6.91,3,7.01,7.01,5,7.14,7.14
1,8.93,15.70,3,8.88,15.90,2,8.89,15.80,4,9.05,16.06,5,9.02,16.16
1,8.48,24.18,3,8.38,24.28,2,8.46,24.26,4,8.37,24.43,5,8.48,24.64
1,8.55,32.73,5,21.20,45.48,4,8.92,33.18,2,8.51,32.94,3,8.52,33.16
1,8.83,41.56,5,11.81,57.296,4,9.39,42.57,2,8.72,41.66,3,8.71,41.87
