John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,6.83,6.83,3,7.15,7.15,2,6.99,6.99
1,9.05,15.88,3,8.95,16.10,2,8.99,15.98
1,8.74,24.62,2,10.06,26.16,3,18.48,34.46
1,9.09,33.71,2,9.96,36.12,3,13.52,47.98
1,9.24,42.948,2,10.38,46.496,3,11.20,59.175
