Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,LEE Hyeon-Sung POSITION,LEE Hyeon-Sung LAP TIME,LEE Hyeon-Sung ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
0,6.771,6.771,0,6.458,6.458,0,7.148,7.148,0,7.281,7.281
0,9.218,15.989,0,9.111,15.569,0,9.174,16.322,0,9.261,16.541
0,8.685,24.674,0,9.226,24.795,0,8.746,25.068,0,8.885,25.427
0,9.013,33.688,0,9.071,33.866,0,8.959,34.028,0,9.105,34.531
0,,,0,,,0,,,0,,
